Time (h),Aeration rate(Fg:L/h),Agitator RPM(RPM:RPM),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Heating water flow rate(Fh:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Dumped broth flow(Fremoved:L/h),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),Vessel Volume(V:L),Vessel Weight(Wt:Kg),Temperature(T:K),Generated heat(Q:kJ),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),PAA concentration offline(PAA_offline:PAA (g L^{-1})),Oil flow(Foil:L/hr),NH_3 concentration off-line(NH3_offline:NH3 (g L^{-1})),Oxygen Uptake Rate(OUR:(g min^{-1})),Oxygen in percent in off-gas(O2:O2  (%)),Offline Penicillin concentration(P_offline:P(g L^{-1})),Offline Biomass concentratio(X_offline:X(g L^{-1})),Carbon evolution rate(CER:g/h),Ammonia shots(NH3_shots:kgs),Viscosity(Viscosity_offline:centPoise),Fault reference(Fault_ref:Fault ref),1- No Raman spec, 1-Raman spec recorded,2-PAT control(PAT_ref:PAT ref)
24.6,55,100,30,0.0,205.79,445.62,33.937,0,0.7,0,0.0031633,12.398,0.049979,60540,65641,298.35,158.78,0.72963,0,,35,,0.72841,0.19627,,,0.5096,0,,0,1,1,1
24.8,55,100,30,0.51743,102.9,281.61,3.3937,0,0.7,0,0.0031719,12.267,0.067269,60561,65671,298.01,64.416,0.73387,0,,35,,0.76764,0.19585,,,0.51257,0,,0,1,1,1
25.0,55,100,30,1.0356,51.448,182.83,0.33937,0,0.7,0,0.0031463,12.179,0.08488,60572,65690,297.86,21.781,0.7381,0,,35,,0.80397,0.19547,,,0.51553,0,,0,1,1,1
25.2,55,100,30,1.556,25.724,54.848,172.32,0,0.8,0,0.0031004,12.982,0.10275,60578,65703,298.48,195.61,0.74232,0,,35,,0.81174,0.19538,,,0.51849,0,,0,1,1,1
25.4,55,100,30,2.0793,12.862,264.23,17.232,0,0.8,0,0.0030286,12.963,0.12142,60581,65715,298.26,133.33,0.74652,0,,35,,0.80575,0.19544,,,0.52142,0,,0,1,1,1
25.6,55,100,30,0.0,0.0,201.07,1.7232,0,0.8,0,0.0030267,12.911,0.14038,60582,65723,298.09,85.839,0.75072,0,,35,,0.81502,0.19533,,,0.52436,0,,0,1,1,1
25.8,55,100,30,0.0,4.1396,154.07,0.17232,0,0.8,0,0.0029292,12.931,0.16038,60583,65732,297.99,57.453,0.75487,0,,35,,0.79985,0.19548,,,0.52727,0,,0,1,1,1
26.0,55,100,30,0.0,24.529,123.79,0.017232,0,0.8,0,0.002941,12.912,0.18051,60588,65746,297.94,43.141,0.75902,0,,35,,0.80387,0.19543,,,0.53017,0,,0,1,1,1
26.2,55,100,30,0.0,49.411,37.137,126.56,0,0.8,0,0.0029548,12.926,0.20077,60599,65764,298.43,181.47,0.76317,0,,35,,0.79236,0.19554,,,0.53308,0,,0,1,1,1
26.4,55,100,30,0.0,67.284,204.9,12.656,0,0.8,0,0.0029163,12.927,0.22149,60613,65786,298.3,144.79,0.76729,0,,35,,0.7945,0.19551,,,0.53596,0,,0,1,1,1
26.6,55,100,30,0.0,73.288,172.27,1.2656,0,0.8,0,0.0029147,12.925,0.24241,60628,65809,298.19,113.09,0.77139,0,,35,,0.78745,0.19558,,,0.53883,0,,0,1,1,1
26.8,55,100,30,0.0,67.38,145.54,0.12656,0,0.8,0,0.0029121,12.893,0.26351,60641,65831,298.11,90.841,0.77547,0,,35,,0.80059,0.19543,,,0.54168,0,,0,1,1,1
27.0,55,100,30,0.0,51.757,126.05,0.012656,0,0.8,0,0.0028428,12.896,0.28543,60652,65850,298.05,76.28,0.7795,0,,35,,0.78604,0.19557,,,0.54451,0,,0,1,1,1
27.2,55,100,30,0.51926,25.878,112.77,0.0012656,0,0.8,0,0.0028138,12.87,0.30762,60658,65863,298.02,67.223,0.78349,0,,35,,0.77833,0.19565,,,0.5473,0,,0,1,1,1
27.4,55,100,30,0.0,10.631,104.1,0.00012656,0,0.8,0,0.0028371,12.802,0.3298,60661,65874,298.01,63.696,0.78752,0,,35,,0.79209,0.1955,,,0.55012,0,,0,1,1,1
27.6,55,100,30,0.0,9.7937,100.85,0.0001,0,0.8,0,0.0028394,12.773,0.35212,60663,65884,298.0,62.202,0.79157,0,,35,,0.79781,0.19543,,,0.55296,0,,0,1,1,1
27.8,55,100,30,0.0,22.477,99.477,0.0001,0,0.8,0,0.0028228,12.771,0.37468,60668,65897,298.0,60.854,0.79565,0,,35,,0.78485,0.19555,,,0.55581,0,,0,1,1,1
28.0,55,100,30,0.0,40.582,98.028,0.0001,0,0.8,0,0.0028139,12.778,0.39754,60677,65914,297.99,59.535,0.79972,0,,35,,0.7771,0.19563,,,0.55866,0,,0,1,1,1
28.2,55,100,37,0.0,54.972,96.435,0.0001,0,0.8,0,0.0033614,12.576,0.41529,60690,65935,298.01,62.678,0.80412,0,,35,,0.82459,0.19513,,,0.56175,0,,0,1,1,1
28.4,55,100,37,0.0,61.453,100.13,0.0001,0,0.8,0,0.0034163,12.541,0.43233,60704,65958,298.02,66.057,0.80874,0,,35,,0.83956,0.19497,,,0.56498,0,,0,1,1,1
28.6,55,100,37,0.0,58.922,104.41,0.0001,0,0.8,0,0.0034402,12.508,0.44924,60717,65980,298.03,69.531,0.81341,0,,35,,0.8436,0.19491,,,0.56825,0,,0,1,1,1
28.8,55,100,37,0.0,48.79,109.25,0.0001,0,0.8,0,0.0033848,12.493,0.46686,60729,66000,298.03,70.512,0.81806,0,,35,,0.84073,0.19493,,,0.57151,0,,0,1,1,1
29.0,55,100,37,0.0,34.278,111.5,0.0001,0,0.8,0,0.0033433,12.463,0.48508,60738,66017,298.03,70.181,0.82268,0,,35,,0.84503,0.19488,,,0.57474,0,,0,1,1,1
29.2,55,100,37,0.0,21.475,112.34,0.0001,0,0.8,0,0.0032459,12.448,0.50446,60744,66032,298.03,68.477,0.82724,0,,35,,0.84611,0.19486,,,0.57793,0,,0,1,1,1
29.4,55,100,37,0.0,17.098,111.49,0.0001,0,0.8,0,0.0031725,12.406,0.52479,60749,66046,298.03,68.045,0.83174,0,,35,,0.86957,0.19461,,,0.58109,0,,0,1,1,1
29.6,55,100,37,0.0,22.769,112.0,0.0001,0,0.8,0,0.0031034,12.41,0.54615,60756,66060,298.01,64.834,0.83619,0,,35,,0.86707,0.19463,,,0.5842,0,,0,1,1,1
29.8,55,100,37,0.0,35.278,109.03,0.0001,0,0.8,0,0.0030989,12.39,0.5677,60764,66078,298.02,65.652,0.84062,0,,35,,0.87555,0.19453,,,0.5873,0,,0,1,1,1
30.0,55,100,37,0.0,47.493,110.63,0.0001,0,0.8,0,0.0030736,12.383,0.58969,60776,66098,298.02,65.194,0.84503,0,,35,,0.88243,0.19445,,,0.59039,0,,0,1,1,1
30.2,55,100,37,0.0,54.61,110.67,0.0001,0,0.9,0,0.0030133,13.224,0.61246,60789,66119,298.02,67.564,0.84937,0,,35,,0.89123,0.19435,,,0.59343,0,,0,1,1,1
30.4,55,100,37,0.0,54.366,114.14,0.0001,0,0.9,0,0.0029768,13.207,0.63558,60801,66140,298.03,68.997,0.85368,0,,35,,0.8897,0.19436,,,0.59645,0,,0,1,1,1
30.6,55,100,37,0.0,47.07,116.71,0.0001,0,0.9,0,0.0030001,13.162,0.65872,60813,66159,298.02,67.856,0.858,0,,35,,0.89781,0.19427,,,0.59947,0,,0,1,1,1
30.8,55,100,37,0.0,36.029,116.35,0.0001,0,0.9,0,0.0030202,13.116,0.68167,60822,66177,298.02,65.525,0.86234,0,,35,,0.90818,0.19415,,,0.60251,0,,0,1,1,1
31.0,55,100,37,0.0,26.347,114.45,0.0001,0,0.9,0,0.0030642,13.045,0.70427,60829,66192,298.02,67.449,0.86673,0,,35,,0.92839,0.19393,,,0.60558,0,,0,1,1,1
31.2,55,100,37,0.0,23.312,117.47,0.0001,0,0.9,0,0.0030622,13.008,0.72684,60835,66207,298.03,68.261,0.87116,0,,35,,0.93402,0.19387,,,0.60869,0,,0,1,1,1
31.4,55,100,37,0.0,27.785,119.27,0.0001,0,0.9,0,0.0030677,12.972,0.74975,60843,66223,298.03,68.936,0.87561,0,,35,,0.94426,0.19375,,,0.61181,0,,0,1,1,1
31.6,55,100,37,0.0,36.295,121.04,0.0001,0,0.9,0,0.0029728,12.98,0.77397,60852,66241,298.02,66.808,0.88002,0,,35,,0.94633,0.19372,,,0.6149,0,,0,1,1,1
31.8,55,100,37,0.0,44.114,119.49,0.0001,0,0.9,0,0.0029235,12.99,0.79883,60863,66260,298.02,65.22,0.88436,0,,35,,0.94153,0.19376,,,0.61794,0,,0,1,1,1
32.0,55,100,37,0.0,47.313,118.39,0.0001,0,0.9,0,0.0029235,12.968,0.82367,60874,66280,298.01,63.588,0.88868,0,,35,,0.94461,0.19372,,,0.62096,0,,0,1,1,1
32.2,55,100,43,0.0,45.487,117.01,0.0001,0,0.9,0,0.0033777,12.755,0.84346,60886,66301,298.03,68.663,0.89331,0,,35,,0.99862,0.19316,,,0.6242,0,,0,1,1,1
32.4,55,100,43,0.0,40.182,123.59,0.0001,0,0.9,0,0.0034045,12.7,0.86269,60897,66321,298.05,73.706,0.89813,0,,35,,1.021,0.19292,,,0.62758,0,,0,1,1,1
32.6,55,100,43,0.0,34.7,130.62,0.0001,0,0.9,0,0.0033681,12.666,0.88244,60907,66340,298.06,77.308,0.90295,0,,35,,1.0339,0.19277,,,0.63096,0,,0,1,1,1
32.8,55,100,43,0.0,31.842,136.57,0.0001,0,0.9,0,0.0033006,12.659,0.90323,60917,66358,298.07,81.12,0.90773,0,,35,,1.0346,0.19276,,,0.63431,0,,0,1,1,1
33.0,55,100,43,0.0,33.299,143.28,0.0001,0,0.9,0,0.0032288,12.667,0.92505,60926,66376,298.07,79.885,0.91245,0,,35,,1.024,0.19286,,,0.63761,0,,0,1,1,1
33.2,55,100,43,0.0,37.682,144.35,0.0001,0,0.9,0,0.0031096,12.684,0.94832,60937,66396,298.06,77.948,0.91708,0,,35,,1.0184,0.19291,,,0.64086,0,,0,1,1,1
33.4,55,100,43,0.0,43.501,144.54,0.0001,0,0.9,0,0.0030686,12.67,0.97227,60949,66416,298.05,74.54,0.92166,0,,35,,1.0205,0.19287,,,0.64406,0,,0,1,1,1
33.6,55,100,43,0.0,48.315,142.69,0.0001,0,0.9,0,0.003013,12.679,0.99712,60961,66438,298.04,72.501,0.92619,0,,35,,1.0102,0.19297,,,0.64724,0,,0,1,1,1
33.8,55,100,43,0.0,49.909,142.11,0.0001,0,0.9,0,0.0028992,12.703,1.0234,60974,66459,298.03,68.396,0.93065,0,,35,,0.99747,0.1931,,,0.65036,0,,0,1,1,1
34.0,55,100,43,0.0,47.486,138.7,0.0001,0,0.9,0,0.0028986,12.686,1.0498,60987,66480,298.02,66.784,0.93506,0,,35,,0.99217,0.19314,,,0.65345,0,,0,1,1,1
34.2,55,100,43,0.0,42.338,137.84,0.0001,0,0.9,0,0.0028938,12.657,1.0764,60998,66501,298.02,66.679,0.93946,0,,35,,0.99606,0.19309,,,0.65654,0,,0,1,1,1
34.4,55,100,43,0.0,36.768,138.53,0.0001,0,0.9,0,0.0029079,12.622,1.103,61009,66520,298.03,68.864,0.94387,0,,35,,0.99871,0.19306,,,0.65963,0,,0,1,1,1
34.6,55,100,43,0.0,33.501,141.95,0.0001,0,0.9,0,0.0029106,12.589,1.1296,61018,66538,298.04,71.466,0.9483,0,,35,,1.0042,0.19299,,,0.66273,0,,0,1,1,1
34.8,55,100,43,0.0,33.177,146.11,0.0001,0,0.9,0,0.0029069,12.563,1.1566,61028,66557,298.04,72.258,0.95272,0,,35,,1.0075,0.19295,,,0.66583,0,,0,1,1,1
35.0,55,100,43,0.0,35.696,148.4,0.0001,0,0.9,0,0.0028304,12.584,1.1845,61038,66575,298.03,69.999,0.95712,0,,35,,0.9883,0.19314,,,0.66891,0,,0,1,1,1
35.2,55,100,43,0.0,39.858,147.13,0.0001,0,0.9,0,0.0027703,12.599,1.2134,61049,66595,298.04,72.242,0.96146,0,,35,,0.97004,0.19332,,,0.67195,0,,0,1,1,1
35.4,55,100,43,0.0,43.654,151.12,0.0001,0,0.9,0,0.002768,12.59,1.2425,61061,66616,298.03,70.032,0.96577,0,,35,,0.96692,0.19334,,,0.67497,0,,0,1,1,1
35.6,55,100,43,0.0,45.716,149.87,0.0001,0,0.9,0,0.0027561,12.564,1.2717,61073,66637,298.03,70.291,0.97007,0,,35,,0.97568,0.19324,,,0.67799,0,,0,1,1,1
35.8,55,100,43,0.0,44.435,151.45,0.0001,0,0.9,0,0.0027589,12.533,1.3012,61085,66657,298.02,65.723,0.97437,0,,35,,0.98141,0.19318,,,0.681,0,,0,1,1,1
36.0,55,100,43,0.0,40.635,147.14,0.0001,0,0.9,0,0.002671,12.538,1.3316,61096,66677,298.0,62.302,0.97862,0,874.46,35,1761.6,0.98151,0.19317,1.2134,12.164,0.68398,0,35.283,0,1,1,1
36.2,55,100,47,0.0,36.228,143.75,0.0001,0,0.9,0,0.0029207,12.376,1.3596,61107,66697,298.0,61.042,0.98302,0,,35,,1.0212,0.19275,,,0.68706,0,,0,1,1,1
36.4,55,100,47,0.0,33.526,142.5,0.0001,0,0.9,0,0.0028507,12.384,1.3884,61118,66716,298.01,64.143,0.98749,0,,35,,1.0119,0.19284,,,0.6902,0,,0,1,1,1
36.6,55,100,47,0.0,33.909,146.31,0.0001,0,0.9,0,0.0028698,12.347,1.4172,61129,66736,298.03,68.634,0.99197,0,,35,,1.0167,0.19278,,,0.69333,0,,0,1,1,1
36.8,55,100,47,0.0,36.345,152.1,0.0001,0,0.9,0,0.0028259,12.338,1.4467,61140,66756,298.03,70.17,0.99644,0,,35,,1.0161,0.19278,,,0.69646,0,,0,1,1,1
37.0,55,100,47,0.0,39.225,154.87,0.0001,0,0.9,0,0.0027716,12.342,1.4771,61151,66776,298.02,67.74,1.0009,0,,35,,1.0129,0.1928,,,0.69956,0,,0,1,1,1
37.2,55,100,47,0.0,41.991,153.11,0.0001,0,0.9,0,0.0027351,12.341,1.5078,61164,66797,298.02,67.139,1.0052,0,,35,,1.011,0.19281,,,0.70262,0,,0,1,1,1
37.4,55,100,47,0.0,43.055,153.35,0.0001,0,0.9,0,0.0026707,12.337,1.5395,61176,66819,298.02,67.014,1.0095,0,,35,,1.0144,0.19277,,,0.70564,0,,0,1,1,1
37.6,55,100,47,0.0,42.358,154.03,0.0001,0,0.9,0,0.0026251,12.33,1.5719,61188,66840,298.01,64.724,1.0138,0,,35,,1.0114,0.19279,,,0.70863,0,,0,1,1,1
37.8,55,100,47,0.0,39.48,152.07,0.0001,0,0.9,0,0.0026548,12.27,1.6041,61200,66860,298.0,61.4,1.0181,0,,35,,1.0247,0.19264,,,0.71163,0,,0,1,1,1
38.0,55,100,47,0.0,36.627,148.62,0.0001,0,0.9,0,0.002637,12.252,1.6367,61211,66880,297.99,57.659,1.0224,0,,35,,1.0233,0.19265,,,0.71464,0,,0,1,1,1
38.2,55,100,47,0.0,35.141,144.25,0.0001,0,0.9,0,0.002633,12.226,1.6694,61222,66900,297.99,58.834,1.0267,0,,35,,1.0206,0.19267,,,0.71766,0,,0,1,1,1
38.4,55,100,47,0.0,35.76,145.34,0.0001,0,0.9,0,0.00261,12.212,1.7024,61233,66920,298.0,61.534,1.031,0,,35,,1.018,0.19269,,,0.72067,0,,0,1,1,1
38.6,55,100,47,0.0,37.812,148.31,0.0001,0,0.9,0,0.0025102,12.236,1.7364,61244,66940,298.0,61.605,1.0352,0,,35,,1.0109,0.19275,,,0.72364,0,,0,1,1,1
38.8,55,100,47,0.0,39.413,148.41,0.0001,0,0.9,0,0.0025018,12.211,1.7704,61256,66961,298.0,61.495,1.0394,0,,35,,1.013,0.19272,,,0.72658,0,,0,1,1,1
39.0,55,100,47,0.0,39.981,148.37,0.0001,0,0.9,0,0.0025288,12.158,1.8042,61268,66982,298.01,63.561,1.0436,0,,35,,1.0252,0.19259,,,0.72956,0,,0,1,1,1
39.2,55,100,47,0.0,39.777,150.95,0.0001,0,0.9,0,0.0024867,12.168,1.8383,61280,67002,298.01,62.383,1.0479,0,,35,,1.0196,0.19264,,,0.73252,0,,0,1,1,1
39.4,55,100,47,0.0,38.698,149.83,0.0001,0,0.9,0,0.0024247,12.165,1.8732,61291,67023,298.0,61.629,1.052,0,,35,,1.014,0.19269,,,0.73544,0,,0,1,1,1
39.6,55,100,47,0.0,37.381,149.15,0.0001,0,0.9,0,0.0024509,12.126,1.9078,61303,67043,298.01,63.176,1.0562,0,,35,,1.0192,0.19263,,,0.73837,0,,0,1,1,1
39.8,55,100,47,0.0,36.286,151.14,0.0001,0,0.9,0,0.0023971,12.135,1.9427,61314,67063,298.01,62.631,1.0604,0,,35,,1.0131,0.19268,,,0.74127,0,,0,1,1,1
40.0,55,100,47,0.0,35.571,150.74,0.0001,0,0.9,0,0.0024094,12.101,1.9777,61325,67083,298.0,59.873,1.0645,0,,35,,1.0141,0.19266,,,0.74418,0,,0,1,1,1
40.2,60,100,51,0.0,35.939,147.66,0.0001,0,1.1,0,0.0025648,13.83,2.0113,61338,67105,297.98,56.205,0.98689,10,,35,,1.0087,0.19374,,,0.75248,0,,0,1,1,1
40.4,60,100,51,0.0,36.439,143.17,0.0001,0,1.1,0,0.0025972,13.778,2.0445,61352,67129,297.98,54.899,0.98689,10,,35,,1.0089,0.19374,,,0.75248,0,,0,1,1,1
40.6,60,100,51,0.0,37.436,141.08,0.0001,0,1.1,0,0.0025306,13.778,2.0785,61366,67152,297.97,53.297,0.99066,10,,35,,1.0086,0.19373,,,0.75536,0,,0,1,1,1
40.8,60,100,51,0.0,38.802,138.4,0.0001,0,1.1,0,0.0025176,13.752,2.1127,61381,67175,297.96,49.317,0.99464,10,,35,,1.0125,0.19369,,,0.75841,0,,0,1,1,1
41.0,60,100,51,0.0,39.648,132.65,0.0001,0,1.1,0,0.0025306,13.715,2.1468,61395,67199,297.95,47.106,0.99865,10,,35,,1.0244,0.19357,,,0.76147,0,,0,1,1,1
41.2,60,100,51,0.0,39.831,128.58,0.0001,0,1.1,0,0.0025273,13.686,2.1814,61410,67223,297.94,44.13,1.0027,10,,35,,1.0361,0.19345,,,0.76454,0,,0,1,1,1
41.4,60,100,51,0.0,39.169,38.574,141.47,0,1.1,0,0.0025225,13.646,2.216,61424,67246,298.5,202.78,1.0067,10,,35,,1.052,0.19329,,,0.7676,0,,0,1,1,1
41.6,60,100,51,0.0,38.15,227.5,14.147,0,1.1,0,0.0024433,13.654,2.2515,61438,67269,298.41,177.84,1.0106,10,,35,,1.0526,0.19328,,,0.77062,0,,0,1,1,1
41.8,60,100,51,0.0,36.761,211.89,1.4147,0,1.1,0,0.0023941,13.652,2.2874,61452,67292,298.3,145.6,1.0145,10,,35,,1.0533,0.19326,,,0.7736,0,,0,1,1,1
42.0,60,100,51,0.0,36.298,189.05,0.14147,0,1.1,0,0.0023913,13.626,2.3235,61466,67315,298.21,121.54,1.0184,10,,35,,1.0596,0.1932,,,0.77655,0,,0,1,1,1
42.2,60,100,51,0.0,37.059,172.05,0.014147,0,1.1,0,0.0023977,13.633,2.3599,61480,67338,298.17,108.51,1.0222,10,,35,,1.0415,0.19336,,,0.77951,0,,0,1,1,1
42.4,60,100,51,0.0,38.606,164.95,0.0014147,0,1.1,0,0.002378,13.642,2.3967,61494,67362,298.13,98.137,1.0261,10,,35,,1.0239,0.19352,,,0.78244,0,,0,1,1,1
42.6,60,100,51,0.0,39.502,159.06,0.00014147,0,1.1,0,0.0023363,13.637,2.4336,61509,67385,298.11,93.256,1.0299,10,,35,,1.0222,0.19353,,,0.78536,0,,0,1,1,1
42.8,60,100,51,0.0,40.45,158.35,0.0001,0,1.1,0,0.0023001,13.647,2.471,61523,67409,298.1,89.42,1.0337,10,,35,,1.0068,0.19366,,,0.78825,0,,0,1,1,1
43.0,60,100,51,0.0,40.446,158.12,0.0001,0,1.1,0,0.0022839,13.634,2.5083,61538,67433,298.07,80.81,1.0374,10,,35,,1.0096,0.19363,,,0.79113,0,,0,1,1,1
43.2,60,100,51,0.0,38.611,151.62,0.0001,0,1.1,0,0.0022522,13.627,2.5457,61552,67456,298.04,71.845,1.0412,10,,35,,1.0085,0.19363,,,0.79398,0,,0,1,1,1
43.4,60,100,51,0.0,36.035,143.7,0.0001,0,1.1,0,0.0022924,13.565,2.5829,61566,67479,298.03,69.267,1.0449,10,,35,,1.0214,0.1935,,,0.79686,0,,0,1,1,1
43.6,60,100,51,0.0,34.541,142.3,0.0001,0,1.1,0,0.0022373,13.57,2.6205,61580,67501,298.02,66.811,1.0487,10,,35,,1.0171,0.19354,,,0.79972,0,,0,1,1,1
43.8,60,100,51,0.0,35.053,140.53,0.0001,0,1.1,0,0.0022217,13.57,2.6583,61593,67524,298.01,63.664,1.0524,10,,35,,1.0088,0.19361,,,0.80256,0,,0,1,1,1
44.0,60,100,51,0.0,37.556,137.62,0.0001,0,1.1,0,0.0022282,13.53,2.6962,61607,67547,298.0,60.933,1.0561,10,,35,,1.0224,0.19347,,,0.80541,0,,0,1,1,1
44.2,60,100,57,0.0,41.001,134.81,0.0001,0,1.1,0,0.0024383,13.377,2.7327,61623,67573,298.02,65.665,1.06,10,,35,,1.053,0.19318,,,0.8084,0,,0,1,1,1
44.4,60,100,57,0.0,44.921,140.58,0.0001,0,1.1,0,0.002402,13.389,2.7694,61640,67599,298.04,71.726,1.064,10,,35,,1.0425,0.19327,,,0.81145,0,,0,1,1,1
44.6,60,100,57,0.0,47.797,148.37,0.0001,0,1.1,0,0.002422,13.363,2.8059,61658,67625,298.06,76.701,1.068,10,,35,,1.0446,0.19324,,,0.8145,0,,0,1,1,1
44.8,60,100,57,0.0,49.171,155.61,0.0001,0,1.1,0,0.0024112,13.341,2.8426,61675,67652,298.07,79.895,1.072,10,,35,,1.0534,0.19315,,,0.81756,0,,0,1,1,1
45.0,60,100,57,0.0,47.664,161.39,0.0001,0,1.1,0,0.0024229,13.309,2.8793,61692,67679,298.06,78.665,1.076,10,,35,,1.0599,0.19308,,,0.82062,0,,0,1,1,1
45.2,60,100,57,0.0,44.136,162.33,0.0001,0,1.1,0,0.0024449,13.263,2.9161,61709,67705,298.05,74.188,1.08,10,,35,,1.072,0.19296,,,0.82368,0,,0,1,1,1
45.4,60,100,57,0.0,40.503,159.35,0.0001,0,1.1,0,0.0023352,13.309,2.9538,61725,67730,298.03,69.932,1.0839,10,,35,,1.0588,0.19308,,,0.82669,0,,0,1,1,1
45.6,60,100,57,0.0,37.797,156.13,0.0001,0,1.1,0,0.0022982,13.301,2.9917,61740,67755,298.0,60.898,1.0878,10,,35,,1.052,0.19313,,,0.82965,0,,0,1,1,1
45.8,60,100,57,0.0,37.538,146.64,0.0001,0,1.1,0,0.0022602,13.297,3.0301,61756,67779,297.98,53.802,1.0916,10,,35,,1.0515,0.19313,,,0.83258,0,,0,1,1,1
46.0,60,100,57,0.0,40.366,138.42,0.0001,0,1.1,0,0.0023025,13.227,3.0683,61771,67804,297.96,48.514,1.0955,10,,35,,1.0728,0.19292,,,0.83553,0,,0,1,1,1
46.2,60,100,57,0.0,45.202,131.39,0.0001,0,1.1,0,0.0023141,13.21,3.1064,61788,67831,297.95,45.742,1.0994,10,,35,,1.0769,0.19287,,,0.83851,0,,0,1,1,1
46.4,60,100,57,0.0,49.869,39.417,140.04,0,1.1,0,0.0023283,13.208,3.1443,61806,67858,298.49,201.01,1.1033,10,,35,,1.0678,0.19295,,,0.84149,0,,0,1,1,1
46.6,60,100,57,0.0,53.244,223.0,14.004,0,1.1,0,0.0023173,13.173,3.1825,61824,67885,298.41,180.42,1.1072,10,,35,,1.0858,0.19277,,,0.84447,0,,0,1,1,1
46.8,60,100,57,0.0,54.649,212.61,1.4004,0,1.1,0,0.0023119,13.143,3.2209,61843,67913,298.31,151.44,1.1111,10,,35,,1.0941,0.19269,,,0.84745,0,,0,1,1,1
47.0,60,100,57,0.0,54.104,194.1,0.14004,0,1.1,0,0.0022535,13.156,3.26,61861,67941,298.22,122.88,1.1149,10,,35,,1.0856,0.19276,,,0.85041,0,,0,1,1,1
47.2,60,100,57,0.0,51.426,172.56,0.014004,0,1.1,0,0.0022682,13.118,3.299,61879,67968,298.14,102.01,1.1188,10,,35,,1.0877,0.19273,,,0.85336,0,,0,1,1,1
47.4,60,100,57,0.0,47.014,156.49,0.0014004,0,1.1,0,0.0022624,13.047,3.3383,61896,67995,298.1,89.932,1.1227,10,,35,,1.117,0.19245,,,0.85634,0,,0,1,1,1
47.6,60,100,57,0.0,42.445,148.01,0.00014004,0,1.1,0,0.0022663,13.008,3.3777,61913,68020,298.08,82.449,1.1266,10,,35,,1.125,0.19237,,,0.85932,0,,0,1,1,1
47.8,60,100,57,0.0,39.516,143.22,0.0001,0,1.1,0,0.0022336,12.981,3.4176,61928,68045,298.06,76.525,1.1304,10,,35,,1.1383,0.19223,,,0.86229,0,,0,1,1,1
48.0,60,100,57,0.0,39.766,139.2,0.0001,0,1.1,0,0.0022198,12.947,3.4578,61944,68070,298.04,71.878,1.1343,10,869.8,35,1835.4,1.1516,0.1921,3.299,15.306,0.86525,0,49.221,0,1,1,1
48.2,60,100,61,0.0,43.348,135.9,0.0001,0,1.1,0,0.0023728,12.821,3.4969,61961,68097,298.03,68.907,1.1383,10,,35,,1.1754,0.19186,,,0.86832,0,,0,1,1,1
48.4,60,100,61,0.0,48.794,133.95,0.0001,0,1.1,0,0.0024203,12.765,3.5358,61980,68125,298.02,65.229,1.1425,10,,35,,1.1974,0.19165,,,0.87148,0,,0,1,1,1
48.6,60,100,61,0.0,54.29,130.74,0.0001,0,1.1,0,0.0023584,12.785,3.5755,61999,68154,298.0,60.577,1.1466,10,,35,,1.1952,0.19166,,,0.87461,0,,0,1,1,1
48.8,60,100,61,0.0,58.039,125.92,0.0001,0,1.1,0,0.0023536,12.766,3.6156,62019,68184,298.0,59.299,1.1506,10,,35,,1.2018,0.19159,,,0.87773,0,,0,1,1,1
49.0,60,100,61,0.0,59.234,124.53,0.0001,0,1.1,0,0.0023653,12.758,3.6558,62040,68214,297.98,55.851,1.1547,10,,35,,1.1903,0.19169,,,0.88084,0,,0,1,1,1
49.2,60,100,61,0.0,57.842,120.31,0.0001,0,1.1,0,0.0023181,12.764,3.6963,62060,68244,297.98,54.12,1.1587,10,,35,,1.1814,0.19177,,,0.88394,0,,0,1,1,1
49.4,60,100,61,0.0,54.32,117.74,0.0001,0,1.1,0,0.0022457,12.767,3.7379,62079,68273,297.98,55.658,1.1627,10,,35,,1.1811,0.19176,,,0.88698,0,,0,1,1,1
49.6,60,100,61,0.0,49.59,118.8,0.0001,0,1.1,0,0.0021944,12.768,3.7801,62098,68301,297.99,58.576,1.1666,10,,35,,1.1736,0.19183,,,0.88997,0,,0,1,1,1
49.8,60,100,61,0.0,45.107,121.6,0.0001,0,1.1,0,0.0021703,12.744,3.8224,62115,68328,298.0,61.813,1.1705,10,,35,,1.1775,0.19178,,,0.89295,0,,0,1,1,1
50.0,60,100,61,0.0,42.775,125.12,0.0001,0,1.1,0,0.0021815,12.693,3.8647,62132,68355,298.01,63.629,1.1744,10,,35,,1.1891,0.19167,,,0.89593,0,,0,1,1,1
50.2,60,100,61,0.0,43.281,127.36,0.0001,500,1.1,0,0.0021408,13.977,3.9012,62249,68481,297.9,31.644,1.1783,10,,35,,0.8933,0.19445,,,0.89889,0,,0,1,1,1
